name,company,image,for_gender,rating,number_votes,main_accords,description,top notes,middle notes,base notes,season,longevity,sillage,gender_vote,price value,price
Pink Sugar,Aquolina,https://fimgs.net/mdimg/perfume/375x500.975.jpg,for women,3.75,8478,"['sweet', 'caramel', 'vanilla', 'fruity', 'soft spicy', 'powdery']","Pink Sugar by Aquolina is a Floral Fruity Gourmand fragrance for women. Pink Sugar was launched in 2004. Top notes are Raspberry, Orange, Bergamot and Fig Leaf; middle notes are Cotton Candy, Licorice, Red Berries, Strawberry and Lily-of-the-Valley; base notes are Caramel, Vanilla, Musk, Tonka Bean and Sandalwood. The first fragrance of Italian cosmetic brand Aquolina is Pink Sugar, a fragrance for young girls who like sweets. It is a very sweet fragrance that smells like fruity candy floss. The top notes are bergamot, Sicilian orange, and a green nuance of fig leaves. In the heart, a thin lily-of-the-valley note enjoys the company of licorice blossom and red fruits. The gourmand drydown is composed of vanilla, caramel, woodsy and musky notes. The perfume was launched in 2004. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Raspberry', 'Orange', 'Bergamot', 'Fig Leaf']","['Cotton Candy', 'Licorice', 'Red Berries', 'Strawberry', 'Lily-of-the-Valley']","['Caramel', 'Vanilla', 'Musk', 'Tonka Bean', 'Sandalwood']",fall and winter,"{'very weak': 97, 'weak': 147, 'moderate': 607, 'long lasting': 980, 'eternal': 574}","{'intimate': 253, 'moderate': 882, 'strong': 1004, 'enormous': 550}","{'female': 273, 'more female': 25, 'unisex': 2, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 5, 'ok': 20, 'good value': 83, 'great value': 191}",300
Allure Homme Sport,Chanel,https://fimgs.net/mdimg/perfume/375x500.607.jpg,for men,4.26,8472,"['citrus', 'aromatic', 'vanilla', 'aldehydic', 'marine', 'sweet', 'fresh spicy', 'fresh', 'amber', 'powdery']","Allure Homme Sport by Chanel is a Woody Spicy fragrance for men. Allure Homme Sport was launched in 2004. The nose behind this fragrance is Jacques Polge. Top notes are Orange, Sea Notes, Aldehydes and Blood Mandarin; middle notes are Pepper, Neroli and Cedar; base notes are Tonka Bean, Vanilla, White Musk, Amber, Vetiver and Elemi resin. Five years after the launch of Allure Homme, Chanel house presented Allure Homme Sport, which came as a fresher and sharper fragrance. The crystal clear beginning introduces notes of water and aldehydes. It is followed by woodsy and spicy character of the fragrance, which thanks to luminous vetiver is not oriental heavy, but light and translucent. The base is composed of sensual white musk, tonka beans and amber. It was designed in 2004 by the famous \'nose\' of Chanel house, Jacques Polge. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Orange', 'Sea Notes', 'Aldehydes', 'Blood Mandarin']","['Pepper', 'Neroli', 'Cedar']","['Tonka Bean', 'Vanilla', 'White Musk', 'Amber', 'Vetiver', 'Elemi resin']",winter,"{'very weak': 151, 'weak': 225, 'moderate': 989, 'long lasting': 1351, 'eternal': 286}","{'intimate': 374, 'moderate': 1627, 'strong': 960, 'enormous': 375}","{'female': 1, 'more female': 1, 'unisex': 18, 'more male': 71, 'male': 171}","{'way overpriced': 41, 'overpriced': 89, 'ok': 91, 'good value': 21, 'great value': 1}",300
Armani Code,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.412.jpg,for men,4.18,7042,"['citrus', 'leather', 'anis', 'soft spicy', 'floral', 'tobacco', 'sweet', 'aromatic', 'vanilla', 'animalic']","Armani Code by Giorgio Armani is a Oriental Spicy fragrance for men. Armani Code was launched in 2004. The nose behind this fragrance is Antoine Lie. Top notes are Lemon and Bergamot; middle notes are Star Anise, Olive Blossom and Guaiac Wood; base notes are Leather, Tonka Bean and Tobacco. This perfume is the winner of award FiFi Award Fragrance Of The Year Men`s Luxe 2006. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Bosanski, Română, العربية, Українська, Монгол, עברית.","['Lemon', 'Bergamot']","['Star Anise', 'Olive Blossom', 'Guaiac Wood']","['Leather', 'Tonka Bean', 'Tobacco']",winter,"{'very weak': 118, 'weak': 214, 'moderate': 1160, 'long lasting': 676, 'eternal': 201}","{'intimate': 403, 'moderate': 1471, 'strong': 536, 'enormous': 264}","{'female': 3, 'more female': 1, 'unisex': 11, 'more male': 47, 'male': 145}","{'way overpriced': 6, 'overpriced': 42, 'ok': 93, 'good value': 25, 'great value': 2}",300
212 Sexy,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.306.jpg,for women,3.82,5065,"['sweet', 'musky', 'powdery', 'soft spicy', 'vanilla', 'caramel', 'floral', 'citrus', 'white floral', 'woody']","212 Sexy by Carolina Herrera is a Oriental Floral fragrance for women. 212 Sexy was launched in 2004. The nose behind this fragrance is Rosendo Mateu. Top notes are Pink Pepper, Mandarin Orange and Bergamot; middle notes are Cotton Candy, Gardenia, Flowers, Pelargonium and Rose; base notes are Vanilla, Musk, Sandalwood, Caramel, Patchouli and Violet. 212 Sexy is an essence of the sensual feminity, charming, impressive, and irresistible. The mauve colored bottle with matte metallic cap symbolizes the harmony between passion and tenderness. The top unites freshness of bergamot with warm and exciting pink pepper. The heart reveals delicate gardenia and sharp geranium. The base is deep and balmy with a long and sensual trace of caramel, vanilla, sandalwood and mysterious musk. It was launched in 2005. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Hrvatski, Română, العربية, Українська, Монгол, עברית.","['Pink Pepper', 'Mandarin Orange', 'Bergamot']","['Cotton Candy', 'Gardenia', 'Flowers', 'Pelargonium', 'Rose']","['Vanilla', 'Musk', 'Sandalwood', 'Caramel', 'Patchouli', 'Violet']",fall,"{'very weak': 63, 'weak': 85, 'moderate': 380, 'long lasting': 527, 'eternal': 141}","{'intimate': 148, 'moderate': 566, 'strong': 460, 'enormous': 234}","{'female': 64, 'more female': 6, 'unisex': 6, 'more male': 0, 'male': 1}","{'way overpriced': 3, 'overpriced': 21, 'ok': 25, 'good value': 16, 'great value': 2}",300
Fantasy Intense,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.65394.jpg,for women,4.75,4,"['sweet', 'patchouli', 'woody', 'fruity', 'white floral', 'chocolate', 'tropical', 'earthy', 'powdery', 'warm spicy']","Fantasy Intense by Britney Spears is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. Fantasy Intense was launched in 2021. Top notes are Kiwi, Litchi and Pear; middle notes are White Chocolate, Cupcake, Jasmine and Orchid; base notes are Patchouli, Musk, Orris and Woodsy Notes.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Kiwi', 'Litchi', 'Pear']","['White Chocolate', 'Cupcake', 'Jasmine', 'Orchid']","['Patchouli', 'Musk', 'Orris', 'Woodsy Notes']",winter,"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 4, 'eternal': 0}","{'intimate': 0, 'moderate': 1, 'strong': 3, 'enormous': 0}","{'female': 4, 'more female': 1, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 0, 'ok': 0, 'good value': 4, 'great value': 1}",300
Love,Chloé,https://fimgs.net/mdimg/perfume/375x500.9370.jpg,for women,3.92,6349,"['powdery', 'floral', 'iris', 'musky', 'green', 'sweet']","Love by Chloé is a Floral Woody Musk fragrance for women. Love was launched in 2010. Love was created by Louise Turner and Nathalie Gracia-Cetto. Top notes are Pink Pepper and African Orange flower; middle notes are iris, Lilac, Hyacinth, Heliotrope and Wisteria; base notes are Powdery Notes, Rice and Musk. The floral woody musky perfume from the house of Chloe, Chloe Love, is presented on the market in 2010. Love is a feminine and sophisticated floral composition, described to be powdery and soft. Noses Louise Turner and Nathalie Gracia-Cetto are credited for blending notes of orange blossom, pink pepper, iris, lilac, wisteria, hyacinth, heliotrope, powdery musk, talc and rice. Raquel Zimmermann is the face of the campaign. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Pink Pepper', 'African Orange flower']","['iris', 'Lilac', 'Hyacinth', 'Heliotrope', 'Wisteria']","['Powdery Notes', 'Rice', 'Musk']",fall,"{'very weak': 77, 'weak': 75, 'moderate': 307, 'long lasting': 648, 'eternal': 412}","{'intimate': 176, 'moderate': 591, 'strong': 684, 'enormous': 387}","{'female': 67, 'more female': 11, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 7, 'ok': 31, 'good value': 9, 'great value': 6}",300
Pardon,Nasomatto,https://fimgs.net/mdimg/perfume/375x500.12130.jpg,for men,4.34,1701,"['warm spicy', 'oud', 'chocolate', 'woody', 'sweet', 'floral', 'cinnamon', 'vanilla', 'powdery', 'cacao']","Pardon by Nasomatto is a fragrance for men. Pardon was launched in 2011. The nose behind this fragrance is Alessandro Gualtieri. Top notes are Magnolia and Flowers; middle notes are Dark Chocolate, Tonka Bean and Cinnamon; base notes are Agarwood (Oud) and Sandalwood.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Magnolia', 'Flowers']","['Dark Chocolate', 'Tonka Bean', 'Cinnamon']","['Agarwood (Oud)', 'Sandalwood']",fall,"{'very weak': 67, 'weak': 57, 'moderate': 112, 'long lasting': 233, 'eternal': 360}","{'intimate': 119, 'moderate': 333, 'strong': 435, 'enormous': 247}","{'female': 0, 'more female': 0, 'unisex': 30, 'more male': 28, 'male': 57}","{'way overpriced': 20, 'overpriced': 37, 'ok': 49, 'good value': 9, 'great value': 2}",300
Warm Black,Zara,https://fimgs.net/mdimg/perfume/375x500.62359.jpg,for men,4.3,301,"['vanilla', 'warm spicy', 'sweet', 'amber']","Warm Black by Zara is a Oriental Spicy fragrance for men. This is a new fragrance. Warm Black was launched in 2020. Top note is Ginger; middle note is Vanilla; base note is Tonka Bean.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",['Ginger'],['Vanilla'],['Tonka Bean'],winter,"{'very weak': 5, 'weak': 33, 'moderate': 103, 'long lasting': 67, 'eternal': 12}","{'intimate': 28, 'moderate': 133, 'strong': 59, 'enormous': 24}","{'female': 2, 'more female': 3, 'unisex': 38, 'more male': 54, 'male': 48}","{'way overpriced': 2, 'overpriced': 3, 'ok': 2, 'good value': 38, 'great value': 95}",300
Love & Crime,Ex Idolo,https://fimgs.net/mdimg/perfume/375x500.52069.jpg,for women and men,4.39,149,"['vanilla', 'sweet', 'citrus', 'soft spicy', 'cacao', 'anis', 'floral', 'powdery', 'warm spicy']","Love & Crime by Ex Idolo is a Floral Fruity Gourmand fragrance for women and men. This is a new fragrance. Love & Crime was launched in 2018. Top notes are Blood Mandarin and Pink Pepper; middle notes are Sugar, Star Anise and Floral Notes; base notes are Vanilla and Cacao. Ex Idolo launches Love & Crime in Fall 2018, as bright floral gourmand fragrance inspired by the love story of Mazie Coyle and Thomas Howard. The story is about the 1905 Boston prison escape. Mazie’s plan to smuggle a saw into the prison in a wedding cake, led them both to escape the same night.  Top notes: Pink Pepper, Red Mandarin
Heart: Classic Feminine Florals, Baking Sugar, Star Anise
Base: Natural Cocoa, Vanilla Sponge Cake Available as a 30 ml EDP. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Blood Mandarin', 'Pink Pepper']","['Sugar', 'Star Anise', 'Floral Notes']","['Vanilla', 'Cacao']",winter,"{'very weak': 5, 'weak': 5, 'moderate': 21, 'long lasting': 17, 'eternal': 11}","{'intimate': 12, 'moderate': 37, 'strong': 26, 'enormous': 29}","{'female': 12, 'more female': 9, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 3, 'ok': 5, 'good value': 4, 'great value': 3}",300
Euphoria,Calvin Klein,https://fimgs.net/mdimg/perfume/375x500.253.jpg,for women,3.85,15835,"['woody', 'floral', 'powdery', 'sweet', 'fruity', 'amber', 'musky', 'violet', 'fresh spicy']","Euphoria by Calvin Klein is a Oriental Floral fragrance for women. Euphoria was launched in 2005. Euphoria was created by Dominique Ropion, Carlos Benaim and Loc Dong. Top notes are Pomegranate, Raspberry, Passionfruit, Persimmon, Peach and Green Notes; middle notes are Orchid, Lotus and Champaca; base notes are Mahogany, Amber, Musk, Violet, Patchouli and Vanilla. This perfume is the winner of award FiFi Award Fragrance Of The Year Women`s Luxe 2006.Exotic floral-fruity fragrance Euphoria was launched in 2005. The fragrance is luminous and luscious like fruits notes of which are captured in it. Euphoria is mysterious and appealing like dark exotic flowers. It invites you to enjoy in joys of life. The main notes are rose hip, Japanese apple, green leaves, Lotus, black orchid, red woods, black violet and amber. Euphoria was created by Dominique Ropion, Carlos Benaim and Loc Dong in 2005.
New limited edition Euphoria Crystalline 2007. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Pomegranate', 'Raspberry', 'Passionfruit', 'Persimmon', 'Peach', 'Green Notes']","['Orchid', 'Lotus', 'Champaca']","['Mahogany', 'Amber', 'Musk', 'Violet', 'Patchouli', 'Vanilla']",winter,"{'very weak': 157, 'weak': 265, 'moderate': 990, 'long lasting': 1623, 'eternal': 764}","{'intimate': 342, 'moderate': 1309, 'strong': 1734, 'enormous': 769}","{'female': 189, 'more female': 49, 'unisex': 36, 'more male': 5, 'male': 2}","{'way overpriced': 9, 'overpriced': 26, 'ok': 102, 'good value': 83, 'great value': 19}",300
